reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
A3A99JJDMHCJTN,B00AY2OP2I,Rudy M,"[0, 0]",Very nice protection and adds minimal bulk to the phone.  I especially love the added grip that it provides.  No complaints.,5,Nice,1370390400,"06 05, 2013"
A278S61JJ5Y95L,B00B0KS6GE,"Aspiring Designer &amp; Artist in CA ""Waterco...","[0, 0]","Really like this and a substantial size, very very happy with the look and feel and the purse handles move!  I am going to buy more from these people.  But, it takes about 3 weeks to get it, I think it comes from China.",5,"Really like this and a substantial size, very very happy with the look and feel and",1395187200,"03 19, 2014"
A3LP4T80GVDYGG,B00B0KS6GE,Barbara Williams,"[0, 0]",This is the perfect accesory to pair with the pearl shoe case.  It hangs nicely and is really pretty. I am a shoe lover!,5,Just what I needed,1390176000,"01 20, 2014"
A1YNOLPAF4I0PJ,B00B0KS6GE,"DD Stubbs ""Dakina""","[0, 0]","This &#34;dangly&#34; is sooooo cute.... The only thing I'm worried about is the weight of the item.... It just feels so heavy, maybe because the purse and shoe is in 3D form.... Otherwise, it is cute...",4,Cute....,1374537600,"07 23, 2013"
A206KPWON9V9RG,B00B0KS6GE,faith steward,"[0, 0]",i love this. i will recommend it to all my friends. it is put together very good. i love it.,5,shiney,1376956800,"08 20, 2013"
A2UZ2KENH6OCMF,B00B0KS6GE,JGreen,"[0, 0]",The charm arrived intact and well before the estimated date of arrival (Expected: Aug. 30; Arrived: Aug. 8). The charm is absolutely adorable. The purse is a bit heavy but that is to be expected. Overall the charm looks cute against my phone case. I put clear nail polish over the gems/jewels to help hold them in place/ keep them from falling out. Will definitely be buying from them again.,5,Cute!!,1375920000,"08 08, 2013"
A35SUJHVHRP2FD,B00B0KS6GE,knockout,"[0, 0]",cheapy looking I won't buy this one again because of the bad quality. Come on china put out better quality.,1,heel and purse,1382140800,"10 19, 2013"
A9ENTQKUEOR1X,B00B0KS6GE,lovely,"[0, 0]","Very cute.  Just as pictured. Unfortunately, I am not sure where it is now.  It seem to have fell out without me noticing:-(",5,Love it!,1390262400,"01 21, 2014"
A21OPP9JZPS4P0,B00B0KS6GE,MARY FOLTZ,"[0, 0]",This item is very cute. Fits nicely even with the iphone case.  I bought another for my fiance's granddaughter.  She loves pink.,5,iphone bling,1375833600,"08 07, 2013"
A2KABT6FM0GP3H,B00B0KS6GE,susan s.,"[0, 0]",This charm is cute.  A little long but the charm is cute and stylish. Happy camper.  That's all I can say on this charm,5,Charm for iPhone,1397174400,"04 11, 2014"
A3VRLPNRXFB1OY,B00B4O03J4,1978,"[0, 0]","THIS CASE HERE REALLY BLENDS IN GOOD WITH THE COLOR OF MY CELL PHONE,WHICH IS ALSO WHITE...................LOOKS LIKE MY PHONE IS ACTULLY MADE LIKE THIS.",5,MY CASE,1376870400,"08 19, 2013"
A15RPCZDQWLZKA,B00B4O03J4,Amazon Customer,"[0, 0]","Bought this for my daughter, who loves it (except some of the stones fall off as soon as you open the package). It comes with extra stones and glue (annoying). This case if VERY difficult to remove from the phone once you've put it on. VERY difficult. My daughter get compliments over this case constantly! Overall super cute case and a good purchase.",3,Very bling-y! Stones fall off easily,1375142400,"07 30, 2013"
A2ECQA4VJUUXPX,B00B4O03J4,"Anngela R. ""anngie""","[7, 8]",I received it on time and it was well worth the wait and the price was great....it looks better than the picture and I'm jus thrilled on how gorgeous the case is anyone that loves bling please order this!,5,gorgeous!!!,1364601600,"03 30, 2013"
A9SX62047GVJL,B00B4O03J4,Daisy Lopez,"[0, 0]","it was adorable, i loved it and would like alot more samples. can't wait to see more of this. thanx",5,great,1367366400,"05 01, 2013"
A20QZE6V4LDFTL,B00B4O03J4,Lashes,"[0, 0]",I love this case! It's pretty and cute. The stones have not fallen out which I'm surprised about. Highly recommend :),5,Pretty case,1401408000,"05 30, 2014"
A2L0D7Z991RTX7,B00B4O03J4,petra stevenson,"[1, 4]",the eifel tower feel off in less than a week the quiality of those cases is very poor and not worth the money,1,poor quality,1367625600,"05 04, 2013"
A3DLP6KODOORFP,B00B4O03J4,sherry jenkins,"[0, 0]",It is the cutest case I have !! and I have lots of them:) I love it!!! It is my Fav,5,Happy,1384300800,"11 13, 2013"
A31YS6LZ02U0VM,B00B4O03J4,Sylvia Spencer Covington,"[0, 0]",This case reminds me of PARIS. I have never been there but this gives me good vibes.  I have received so many compliments on this case.,5,Happy Purchase,1383091200,"10 30, 2013"
A236E6Y09LWX2J,B00B4O03J4,yliana,"[1, 1]","I like this case very much, but then again I like anything bling... I gave it to my daughter not realizing it was for a iphone 4 not 5 which I own. It was to blingy for her so I just snapped off the big huge rhinestones and she is fine with it now :-) let no mark on the case.For the price, it is worth it for me :-)",5,"Very Blingy, but Can Be Fixed If To Much For Your Taste",1386201600,"12 5, 2013"
A11ERLOY4HCPA4,B00B544U24,Big Ron,"[0, 0]",I was shocked to see that this is the exact same speaker as the Jlab brand speaker which I already own and know sounds great. Battery charge seems to last for at least one month. Same button layout and same case dimensions. Just a different grill design.,4,JLAB SPEAKER IN DISGUISE,1393977600,"03 05, 2014"
A20H1M28WLI9J2,B00B544U24,Brian M. Edwards,"[0, 1]","I needed a small Bluetooth speaker to connect to my smartphone a few times a week. I did not want to pay much......and really did not expect much. When it arrived, it was a tad smaller than what I expected, but after charging it, It paired effortlessly with my phone and sounds really really good! Way better than expected....It seems to be well thought out, well made and can also charge a small device up to 1 amp. The on-off switch is a bit small, as are the up and down volume buttons, but I quickly got used to them and am overall very pleased. The battery life is exceptional so far, I have been using for a week ( about 6 hours) and have not had to re-charge it again so far.I note that although it is not exactly a &#34;ghetto-blaster&#34;  but the rich sound it produces seems to carry a long way and is pleasing to me.I listen to a talk sports station (or two or three lol) from Europe, they really sound good on this. I also listen to oldie and classics form around the world, while taking a shower, changing the oil in my car or just sometimes have it on in the background!  If you listen to internet radio or even your own playlists and would like an economical Bluetooth speaker to use, I highly recommend you try this! I am very pleased!",5,Way Exceeded My Expectations....,1393113600,"02 23, 2014"
A38C12950IM24P,B00B544U24,Christopher J. Cowen,"[0, 0]",SimplyVibe's Black Wireless Bluetooth Speakers put out great sound and looks great.  This portable bluetooth speaker is a great way to increase your interior speakers on your cell phone.  This speaker system gives you 360-degree sound.  It connected to my HTC One X in seconds.  This speaker can also connect to your device through the 3.5mm aux jack included with the speaker.This model (V5-BT1) has a battery life of up to 18 hours.  The added feature of the built in power bank is incredible.  All you have to do is simply plug in any USB charged device into the USB port included with the speaker.I am definitely glad I have this product and would definitely recommend it to others.Thank you for reading my review.I was supplied a sample for test and evaluation.,5,SimplyVibe's Wireless Bluetooth Speakers is amazing,1392163200,"02 12, 2014"
A3DBMWAENR65L4,B00B544U24,Esteban Pena,"[0, 0]","This little gem is great, I have tree more speakers of this tipe and I made comparations and this is super, the quality of the sound is much beter, the sound is clear and clean, has a good amount of bass, easy to pair and the option for recharge an other electronic is very handy, I love it, I am very happy with my purchase, I recomend to every one.",5,SimplyVibe V5-BT1-Black,1395100800,"03 18, 2014"
A3EPHBMU07LZ50,B00B544U24,Mysterious Reviewer,"[2, 2]","The SimplyVibe V5-BT1 is a small stereo speaker measuring about 1.5 by 2.5 by 6 inches. It may be powered by an internal lithium ion battery which can be charged by any USB power source. We connected it to blue tooth on several devices inncluding an iPhone, iPod, MacBook and an HP laptop. Bluetooth connectivity was simple on all the bluetooth sources though the laptops required a little more standard set-up work with the HP (and I assume all Windows computers) having to find, install and configure the drivers for the device.As expected from a small, low power speaker the volume capability is quite limited but is fine for personal, nearfield listining.A quick check on my spectrum analysis program shows, a surprisingly flat spectrum for such a tiny speaker. While there is a sharp roll-off in low end response below 150hz, with little output below about 100 hz, that is as expected and is a very respectable performance for a speaker of this size. Above 150 hz, response is flat within about plus or minus 3 db to over 15 khz.The result is a clean, pleasant, relatively detailed sound that I found quite listenable for moderate volume music playback . It is a huge step up from the internal speakers in phones, tablets or even most laptop computers, and it would make a good choice for a travel sound system for music or movies. Additionally, the speakerphone capability is a handy plus.Highly recommend.Penmouse",5,Surprising sound in a small box,1378512000,"09 07, 2013"
A2YOJY59NU11R1,B00B544U24,Paul Martin,"[0, 0]","I like a lot about this little speaker. It is unobtrusive, loud, good quality sound for me, and I'm not an audiophile. It sounds better than the speakers built into my nexus 7, and was working great. I liked the bluetooth because I could use my tablet at the same time.After a couple of days, however, the speaker simply stopped connecting to the tablet, even with a wire. I was rather disappointed, because it worked rather well until that point.I'm planning to return it and hopefully get another one to see if it's just a lemon.UPDATE 6/30/2014 - I realized today I never updated this review. I never got this one again, but got a SoundBrick from URGE, I think it's called. And it works great. No complaints. Not sure about this if it was a lemon or not.",3,Worked great for two days...,1383782400,"11 7, 2013"
A3O3NQSQQOWEA7,B00BAY2PPS,Crystal R Smith,"[3, 3]",They are for sure pretty. Dont fit in the ears very well. But they  have great sound and look nice.,3,They are pretty,1354838400,"12 7, 2012"
A14VJHKOVUGAK6,B00BAY2PPS,DJ,"[0, 0]",U GET WHAT YOU PAY FOR THE EAR BUTTONS BROKE AND I ENDED UP HAVING TO THROW THEM AWAY. SAVE YOUR MONEY AND BUY SKULL CANDY.,1,CHEAP,1373414400,"07 10, 2013"
A9QZ4MHIWDGJM,B00BAY2PPS,Mickey Robinson,"[0, 0]","I mainly ordered these headsets b/c they were pink and cute. They tend to fall out of my ears, but all in all, they work as usual. The price was good.",3,Headset,1355702400,"12 17, 2012"
AHZXCNIUNEXVS,B00BAY2PPS,"Rilee James ""Rilee""","[0, 0]","Only one ear bud works, they don't stay put & the calls echo. Save yourself the hassel & buy somewhere else.",1,Waste of Money,1336348800,"05 07, 2012"
A1A2OHY4Q2T280,B00BAY2PPS,shantel,"[0, 0]","These headphones pick up EVERY noise in y entire background lol, idk if thats good or bad, but i LOVE how shiny they are :)",5,Good Buy,1377475200,"08 26, 2013"
A3590HYRCEUD43,B00BAY2PPS,"Yolanda Rucker ""yruck""","[1, 1]",very cute it draws a lot of attention to your ear buds and questions but over all very nice. some littli girl will love it,5,bling bling,1324252800,"12 19, 2011"
AUKPDR8EJIIGE,B00BB0VD4K,Alison A. Carr-chellman,"[0, 0]","OK, I've done a lot of different kinds of wallets for my phone, so far this is my favorite.  The magnet is super strong.  Unless the whole thing falls out of your hand to the floor from several feet up, the cards etc. stay put.  I really love it.",5,The one,1388793600,"01 04, 2014"
A34IC48GLL4U3Y,B00BB0VD4K,"Arthur Bradley ""Arthur Bradley""","[0, 0]","The Slim Leather Wallet Case seems well made, and fits the iphone 5 perfectly. I personally found it a little small for my credit cards, and I was a little worried about losing anything that I put in the magnetically closed section. Still, it's a nice replacement to a clip wallet.",4,"Quality seems high, size is a little small for me",1381795200,"10 15, 2013"
A17V9XL4CWTQ6G,B00BB0VD4K,Chandler,"[1, 1]","If one is going some place where a purse is just not convenient--whether the grocery store when you don't want it in your basket as you are eyeing the shelves away from your cart, doing your holiday shopping with bag laden arms, going out to that Halloween dance or party, etc--this is so handy.  If you keep it as your wallet in your purse at all times all you need to do is pluck it out and put it in your pocket and you've got your license and cards and phone all together anyway.For a guy this opens up a pocket when it's crazy to have a phone in a back pocket and a wallet in another.I have used it for months and it has held up well.  It is luxe, soft, and holds all you need with a combo of both iPhone 5 case and wallet in one.A great stocking stuffer for others as well...very unisex.Product provided by wallet manufacturer; review is my honest and unbiased opinion.",5,Great for when a gal doesn't want to carry a purse; great for a guy any time,1383523200,"11 4, 2013"
A25C2M3QF9G7OQ,B00BB0VD4K,Comdet,"[0, 0]","I was very impressed with the construction quality of this case. The leather is very smooth and supple. It has the feel of a high quality wallet. The stitching is even and tight. I could live without the embossed ""V"" logo at the base, but it's not too obtrusive.The case fits the 5s very well, with no wriggling or rattle.One of the benefits of the case is that it allows you to carry cash or credit cards in the pouch. Well in theory you could, but anything more than a single card makes the case bulge out and kills the sleek look. Plus, it's a tight fit to get anything in and out of the pouch.You can also open the case and keep things in the midsection since it has a magnetic closure. Again, that's somewhat impractical - there is only one magnet at the upper corner, leaving the bottom corner unlatched. Slim, lightweight items (such as paper currency) stay put, but credit cards fell out when I gave it a shake test.Still, it's well worth considering if you're looking for a nicely made, attractive leather case. Just don't expect it to serve as a pack mule - it can take a card or two, or perhaps a bill or two, but that's about it.[Sample provided for review]",4,Sleek look; excellent quality construction; some constraints on what it can hold,1381795200,"10 15, 2013"
A4IL0CLL27Q33,B00BB0VD4K,D. Brennan,"[0, 0]","I have been using wallets similar to this style for the past year or so. I like the convenience of a single, svelt, wallet rather than separate ones for my phone, cash and cards. At first I didn't think I would be able to deal with such a low limit on the number of cards I could carry at one time but I was wrong. Between iPhone apps and simplifying my life a bit I have all sorts of room for the essential credit cards, driver's license and a few business cards.",5,Great iPhone wallet,1397433600,"04 14, 2014"
A23GFTVIETX7DS,B00BB0VD4K,Debbie Lee Wesselmann,"[1, 1]","The Vault Skin case is essentially a plastic snap-on case with a leather flap and magnet attached to the back so that you can carry credit cards and cash in the same package as your iPhone 5.  Although I usually carry my phone in my handbag and don't need this kind of design, I find it almost-perfect for situations -- barbecues, sporting events, day hiking -- where I don't want anything more than what I can stick comfortably in my pockets.  I like that I have have my driver's license, a few credit cards, money, and my phone all at the ready to be pulled from my back pocket with a single tug.It took me a while to find the best configuration for credit cards and money since folded bills stashed with the credit cards caused the cards to spill out occasionally when I extracted the phone wallet from my pocket.  I learned to put the cards in the magnetized pocket and the bills in the small flap at the back.  Or, since the flap can only hold one card, I can put my driver's license there and the money in the magnetized section when I don't need credit cards.  (American bills must be folded in thirds or quarters to fit within the width of the wallet.)  The credit cards stay within the magnetized wallet as long as I don't knock it or hold it upside down for a while.  For this reason, I don't have complete faith that I won't lose anything from it.  The manufacturer could improve this by extending the elastic at the base to slightly around the corner.  Even a small area would help keep the cards in place.  Anything wider than a standard credit card will stick out and therefore be prone to falling out.I haven't owned this long enough to notice any quality issues, and so far, everything has held up to in-and-out-of-pocket use.  The stitching in the leather seems even and fine.  The matte black plastic snap-on case is rigid enough to keep the iPhone secure without making it impossible to insert.  The camera cut-out does not interfere with taking photos.  The bottom and top are completely cut out, as is the area around the mute and volume buttons.In terms of protection, this is a minimalist case, as most snap-on cases are.  Unlike some, however, the Vault's has a lip that curves a little to protect the edges of the screen.  Although it's not great protection, it does offer a bit more than many snap-ons.  The best part of the case is the combination of a slim profile with an added function --- the ability to carry a few essentials in the same space/package as the iPhone 5.  When I want to keep everything in the back pocket of my jeans, I snap my phone into the Vault.  (Note:  I received a sample for review.)-- Debbie Lee Wesselmann",4,"It Does the Job, But I'd Like More Security (4+ stars)",1379894400,"09 23, 2013"
A36K2N527TXXJN,B00BB0VD4K,Dr. Bojan Tunguz,"[9, 10]","Over the years my wallet has become bulkier and bulkier, and the number of accessories that I constantly have to remember to carry with me has increased beyond what anyone should find reasonable to carry around. So I was really excited to come across an iPhone case that doubles as a wallet. It held the promise of substantially reducing the bulk in my pockets, and so far it has lived up to its expectations.I was at first very skeptical of this wallet's light and fairly open design to be able to hold some of my most precious cards and documents securely. So at first I decided to test it with a few store cards and expired gym membership cards just to see how it fares. After just a few days of this I decided to switch to the ""real"" documents and credit cards, and so far I have not regretted it. The magnetic clasp is very secure, and the front pocket is also extremely tight and safe. I would still prefer that there were some kind of ""inner"" compartment or a fold, so that no side of my cards is directly exposed to the outside. However, this might increase its bulk and diminish the number of cards I am able to carry without substantially improving on security.The wallet is also capable in principle of holding paper bills, but I have not been able to put more than one or two at the time without substantially compromising the overall bulk.Besides the functionality, one thing that sticks out about this case is its design. It is very elegant, with the genuine leather wallet. I do think that the plastic case attachment to the iPhone could have been a bit sturdier and more secure, but on the other hand this too would have added to the bulk.One issue with this case/wallet that I have is the same one that affects most of my other iPhone cases: using external docks and other accessories becomes almost impossible. This was a bit too much of a setback for me with the regular cases, but a case that doubles as a wallet is definitely worth the tradeoff.I guess the ultimate endorsement for this product that I can have is to point out that this is one of the few products and accessories that I use on a daily basis and carry with me everywhere. It has greatly helped me decrease the clutter in my pockets. Now if someone could just come up with an app that replaces all of my keys ...",5,High Quality iPhone Case/Wallet,1378080000,"09 02, 2013"
A3V5F050GVZ56Q,B00BB0VD4K,Dre,"[20, 22]","I was provided a Vaultskin Slim Leather Wallet Case for testing and review and was asked only to give my honest review, so this is what I found.What You Should Know Before You Buy:&#9830; The case is pretty thin.  Doesn't add too much bulk when empty.&#9830; It is a plastic case with a leather flap and pouch on the back and a strong magnet enclosure.&#9830; Nice option if you have a few cards and don't want to carry a wallet.&#9830; All buttons and ports are easily accessible.&#9830; Almost no screen protection with only a slightly raised bezel around the screen.&#9830; No internal cushion so minimal impact protection and the top and bottom of the phone are not covered at all.&#9830; Holds the advertised 8 cards, but gets significantly more bulky which is to be expected.Detailed Review:&#9830; Background - I have a Black iPhone 5 that I keep in an Incipio Dual PRO Case. The Incipio is a great blend of protection and size. It has a silicone internal shell for cushion covered by a hard outer shell. It adds some bulk, but not a crazy amount like an Otterbox. When reviewing a case, I always think of my Incipio case for my comparisons.&#9830; Look and Installation - The product came in a professional looking hanging box with some basic product information on it.  Inside the box was the iPhone case encased in plastic to protect it.  There was nothing else in the box.  The case consists of a plastic case that covers the sides of the phone, but does not cover the top or bottom.  It has a slightly raised bezel from the sides where it wraps around the phone, but we're talking less than a millimeter, so you really don't get any kind of significant screen protection or impact protection.  The back of the case has a hole for the camera and a pocket and leather flap with a strong magnet to hold money and cards.  It was very easy to install my iPhone 5 into the case.  It snapped in with no problem.  Once the case is on, it looks pretty good and seems to have a solid build.&#9830; Use and Performance - Once the case was installed, it worked as intended. All of the ports were easily accessible due to a cutout for the volume buttons and no cover on the top or bottom.  I then tried to putting money and cards into the wallet part of the case on the back of the phone.  The phone isn't wide enough to just fold cash in half, so you would have to fold a bill more than once to get it to fit without sticking out.  As for cards, you can fit one card in the pocket, but it is very tight and isn't easy to take out and put back in.  You can also fit several more cards in the larger flap with the magnet, but it obviously gets bulkier with additional cards.  I was able to add an additional 7 cards for a total of 8 as advertised, but it was bulky.  While you get some scratch protection to the sides of the phone, you get very minimal impact protect and almost no screen protection.  This case is mainly built for the wallet.  Since it doesn't have any kind of cushion with it being direct case to phone contact, you shouldn't expect much in the way of major drop or impact protection. Also with the case only covering the sides and not extending past the screen much, you really don't have any screen protection either. This is all fine as long as that is what you are looking for.  With money and cards in the case, it was pretty easy to slip it into my pocket and take it out.Conclusion:Overall, this is a nice wallet case that provides some scratch protection to the body. It can hold cash and several cards that makes it a good replacement for a small wallet.  It is not intended to provide major drop or impact protection and it is not intended to provide screen protection. If you are looking for major damage protection covering the entire phone, you should look elsewhere. If you are looking for a wallet case that holds a fair amount of cards and money without adding too much bulk, this case is worth a look.",4,What You Should Know Before You Buy!,1383350400,"11 2, 2013"
A1ZDTIGP51X2AK,B00BB0VD4K,Gavin Cory,"[0, 0]",I never loss my cards this way they are always with me never lost great would not use anything else never,5,love it,1389657600,"01 14, 2014"
A32G4SORK2AE30,B00BB0VD4K,"GeekHelpingHand ""Louis Smith""","[0, 0]","You can protect your iPhone, carry cash and credit by purchasing this product on Amazon US for about $44 with free shipping and on Amazon UK for about 20 Pounds with free shipping. And special thanks to Vault Skin for sending this out to review. What great people!This case differs from other cases but I want to save the cool features till the very end.You won't receive a screen protector which isn't a great thing since you're spending around $44 on this product. Plus, there's no lip on the case making it very easy to drop the phone face first and crack the screen. That's also another con that would make you second think about this case.I didn't find it hard accessing the silence, power/lock, or volume buttons. The large cut out for the 3.5mm headphone jack, microphone, Lighting port, and speaker really did help. The sound was never muffled and charging with any cable was very easy to do.We're moving closer to the best part of the case but let's talk about the camera. There was no issues with the camera and flash or with the microphone.Now it's time to talk about the best part of the review which would be the wallet. You can only slip money into the pocket on top until you ""break"" it in. Plus, you can add up to eight cards to the other portion which closes with a magnetic clip to keep your cards from falling out. All thanks to the premium grade leather exterior.I really like this case and the built-in wallet. I recommend buying this case for the wallet but not for the price and protection.",4,VaultSkin Luxury Wallet Case for iPhone 5,1379376000,"09 17, 2013"
A2WZNM833CJH82,B00BB0VD4K,Grandma,"[0, 0]","NOTE - When I received this product it was labeled simply &#9654;&#65038;""For iPhone5"" - no other designation.  The description has since been updated by the manufacturer.  My star rating is not based on the fact that this does not fit 5C but rather the lack of ""street smarts"" and the open ends that can allow the phone to fall out of the case.Not long ago I received a Slim Leather Wallet Case for iPhone 5 from the manufacturer.  We've been giving it a workout and here's what we've found.The case is  attractive and quite slim, super when you can take only a limited number of items with you.  However, it does not fit an iPhone 5C correctly.  Because there are no overlapping bits on the short ends to keep the phone in place, we were  quite concerned that the phone could easily slip right out of the case.My other huge concern was the ""street smarts"" of this particular phone case.  iPhones and other smart phones are a frequent target for theft.  It seems to me that advertising that you are carrying cash and card by placing them in an position for all to see when you use the phone is perhaps asking for trouble.  But, maybe that is just me . . .Grandma's $0.02 -  If you need a good-looking phone case that will also hold a bit of cash and some cards, then the Slim Leather Wallet Case for iPhone 5 might fit the bill, at least for very limited use.  Not suitable for iPhone 5C.",3,Not For iPhone 5C!,1385856000,"12 1, 2013"
A1E1LEVQ9VQNK,B00BB0VD4K,J. Chambers,"[1, 1]","I know there are times when people want to leave their home traveling light with only a cellphone, a credit card, and a little cash. As one example, many sports and concert venues no longer allow women to carry purses into the place. (In our case, it's the Georgia Dome.) The leather wallet case was designed for those times. It's well made from real leather and what appears to be polystyrene plastic. My wife's iPhone 4 snapped crisply into the case, and it's not going to fall out. All of the iPhone's controls, the camera and flash, and the audio port are open. The leather wallet portion has a small magnet that keeps it securely closed until you pop it open. The outside pocket is for a credit card. My only qualm about the wallet case is that a credit card fits so tightly in the pocket that it's a bit difficult getting it in and out. You could put it in the inside flap, but that was meant for some currency, and it might be too close to the magnet then.As a protective case for the iPhone, I give the wallet case very high marks. For cash, it will hold a few bills, although they need to be folded twice to fit inside. The weakest part of the case is the credit card pocket, although if I used it a few times, it might loosen up a bit.A product sample was provided by the manufacturer for review purposes.",4,A handy accessory for traveling light,1383177600,"10 31, 2013"
A20Y47IT8LR1UY,B00BB0VD4K,J LeRoy,"[8, 9]","Strong magnet, works just as described. Plastic like shell (incorrectly described as wrapped in leather) holds iPhone securely.  Very comfortable to hold. Seems very well made.Update: This has been used a few months now. It holds cards very securely, and is comfortable to hold, plastic part not strong enough, cracks, letting iPhone slip out. Had to toss in trash.",2,"50/50 leather plastic, plastic is failing.",1365206400,"04 06, 2013"
A3I270AVMXBCIO,B00BB0VD4K,Lakefarm,"[0, 0]","Before you start using this case, stretch the leather back pouch by placing one credit card, then another after a few days, then perhaps another after a few days. Otherwise it will remain too tight for anything to fit. After that, you'll have a great case-wallet combination. The magnetic pouch will hold a good number of cards and even some cash if needed. I'm very pleased with it thus far.",5,Does exactly what it's needed for,1382054400,"10 18, 2013"
A2PG0B94M59W4R,B00BB0VD4K,Marc,"[0, 1]","Does what it claims , and holds up well.  Ordered 2 and glad I did.  I chipped a corner off  while inserting phone so be careful when placing phone in case.  Full protection and a great value.  Will attempt to get a replacement for broken corner , and have had no trouble with case other than that.  Love it !!",5,My favorite !,1392768000,"02 19, 2014"
A1ODOGXEYECQQ8,B00BB0VD4K,Nuknuk,"[0, 0]","Vaultskin is made of genuine leather. It consists of a frame that has a rubberized feel and a leather wallet permanently attached to the back. The bigger compartment is being held by a magnet to keep you stash clipped together. The other compartment is a pocket outside that fits credit cards, IDs and business cards.Pros:- slim designCons:- not perfectly secured. If it gets too thick, the magnet may no longer hold the cash securely. Also, I usually lay my phone on top of the desk. I just don't feel comfortable having my credit cards and IDs exposed.A sample of this product was sent to me for review purposes.",4,Low profile - genuine leather,1379894400,"09 23, 2013"
A2EJPD7G4C4X7V,B00BB0VD4K,Robert L. Henry,"[0, 1]","I don't like anything in my pockets, and this is the perfect case to support that.  It holds more than 3 Credit Cards or Id Cards than most of the Card Cases that only carries 3.  Also, the bottom is free of interference of hooking charging station.",5,Great Product,1381104000,"10 7, 2013"
A1NT9XI9P517MQ,B00BBD0A82,"2ark0 ""A Geek Guy!!""","[0, 0]","This case is so fkn elegant when you have the phone either into the pocket and in your hand using just one hand to type, the problem is when you try to use it to receive phone calls, or write in WhatsApp using the both of your hands because the left cover hinder a lot!!!- the fabric its ok but is not original leather.- You have to put your cash bent in to the case since the size of the case is smaller and this difficults to get out the bills or pick one of them.- Your cards totally disappear into the cover's bag so its very difficult to get out the cards too.- The material of the border that holds the phone is very cheap, in my case it crashed after two months.- The good thing is that the case is very very ellegant, just that.I recommend that this case is only for special days and just for a while.",3,"Elegant, it fits well but uncomfortable to get phone calls",1373328000,"07 09, 2013"
ADCHM9965P5X3,B00BBD0A82,AmaGirl,"[0, 0]","The good:This phone case does NOT have the feature that puts the phone to sleep when you close it.  Many like the feature, I hate it.  I tend to fold my phone case behind the phone while using it and other cases would put the phone into sleep mode when I do this.  This one doesn't.It keeps your cards in place - they don't fall out.The bad:Like many cases, if you take the phone out of the case (I like to switch out batteries instead of having to charge the phone), the plastic will break rendering the case useless. I've had this about 2 weeks and there's already a crack and I've only removed the phone 2 or 3 times.",3,The good: This phone case does NOT have the feature ...,1405728000,"07 19, 2014"
A1725XJRVUQ9CD,B00BBD0A82,"A. M. Black ""Andy B""","[0, 0]",I had this style for my S3 phone. it was great so I ordered the same for the S4.It's perfect - so far. Two months.,5,"well made, good fit",1393632000,"03 01, 2014"
A39Q7NPGJOVTJ8,B00BBD0A82,Andy,"[0, 0]","Worked great for awhile till the magnet that holds the case in place, moved around, so now it sucks, I don't use it",2,Eh,1401753600,"06 03, 2014"
AE2Q1F0D62IXE,B00BBD0A82,BSE,"[0, 0]","I like this one well enough that I am actually on my second one.  It is a perfect size.  I wished it held up better, but it last long enough and works for me well enought that I bought a second one when the first one's card slots started to come apart.  I carry my phone in my pockets most of the time so, you probably wouldn't have that issue if you carried it in a purse.  Only reason for not giving it 5 stars is durability.  If the slots held up better, and I didn't have to replace it periodically, it would be 5 stars.",4,So far my favorite case.,1401926400,"06 05, 2014"
ASTJR9Q07MHDO,B00BBD0A82,carrizales,"[0, 0]",Like using this case so when I go out I don't have to carry a purse and I have my money and I'd just in reach,5,Case,1396396800,"04 02, 2014"
A13STK3KJIM7NT,B00BBD0A82,cierra,"[0, 0]","My step father seen this and asked me to order it for him, so he could give it to my husband for Christmas.  Well, when it arrived, my step father really, really liked it.  He was very pleased with the quality.  My husband loves it too.  He's told others where it was ordered from and has recommended this company.  Would definitely order from them again.  Thanks so much for a great product.",5,Helped my Step Father order this for my husband,1391040000,"01 30, 2014"
AR57SA024ZU7C,B00BBD0A82,cindy,"[0, 0]",Got this as a gift for my sister. She loves that she can keep her ID and cards with her on the go.,4,Great gift,1394323200,"03 09, 2014"
AWJPQRL2LS6UC,B00BBD0A82,Claude Wilson,"[0, 0]",I had purchased one for my S3 and was pleased so I got one for my new S4. Knew it would be an great case to protect my phone and look good as well. Very happy with my choice once again. Extremely well built!,5,Leather S4 case,1376611200,"08 16, 2013"
ALNRGPMTGQ3XP,B00BBD0A82,"Darrell L. Yeoman ""Darrell""","[44, 47]","I liked this for a few days, but got tired of it rather quickly. It's cheaply made, and the plastic frame that connects to the phone holds well, but it was attached to the leather crooked, it the phone doesn't sit quite parallel with the edge of the leather. Maybe just my OCD, but it annoys me.Also, it's slim with just the phone, but anything more than 2 cards increases it's size significanlty. The way the pockets are laid out, all of the bulk falls right in the center, so it doesn't close quite right. Not going to bother to return it. I might give it another shot in a few months. Until then, I bought the official Galaxy S4 case from Samsung, and I'm much happier with it.",3,Liked it for a few days,1368144000,"05 10, 2013"
A3SPOF00AIOA9P,B00BBD0A82,Doll,"[0, 0]","Well pleased with case, case seen like durable leather tasteful appearance pockets are nice too. Would definitely recommend this product to friends and a colleagues",3,well pleased with purchase,1376697600,"08 17, 2013"
