reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
AN6TWGIZXMYN3,B002MD01DE,Trogdor Burninator,"[0, 0]","Fantastic clips with very strong plastic (or composite material).  I clip the top of my keychain to my belt loop with this guy.  I took one star away for the fact that the clip catches on my belt loop when I go to take it off.  If you look carefully at the very top and bottom of the &#34;S,&#34; you will see the indentation that the wire connects to.  This is where it snags.  Otherwise a great product.",4,Great product and very sturdy,1386460800,"12 8, 2013"
A13CZ8CTDBAY68,B002S43UCG,Brian C.,"[1, 1]","I guess the photo was deceptive to me or something, but the net portion of this is VERY small. It would only be good for small feeder fish. The long handle is very nice for deep tanks/ponds though.",4,tiny,1367452800,"05 02, 2013"
A26N27LJVQNVI1,B002S43UCG,crank,"[1, 1]",Sick of getting your hand dirty in the water? Then this baby is for you. I got the 5x4 and it is perfect with a 24 inch handle length. Nothing negative to say about it. Stainless steal and a nice blue net that is large enough to fit a smaller or medium fish if you have to take it out. The larger one should be used for bigger fish obviously.,5,Very nice for use in goldfish tank.,1375056000,"07 29, 2013"
A21XIXRP3TDPJY,B002S43UCG,"E. Benton ""Ed""","[0, 0]",I think you could net a 10 pounder if the hoop was big enough. The handle is very sturdy and long enough to keep your hands out of the water.,5,Quality Contruction,1399680000,"05 10, 2014"
A41I67QYRAOSQ,B002S43UCG,"Fish Hunter ""Eddie""","[0, 0]",This is a top quality net!  Don't think I'll ever need another.  Solid handle!  Quality nylon netting!  Almost indestructable! 5 Star!,5,Top Quality!,1362614400,"03 07, 2013"
A2VH0X9A6YMPKI,B002S43UCG,Jp,"[1, 1]","I bought this because it was supposed to be a stainless steel handle so I assumed that was why it was more expensive than the PVC handled one at the local pet store.  When I got it and realized it was a PVC handle with a ""stainless"" tin coating I was a little upset.  First time ever getting ripped off on amazon.",2,Disappointed,1334793600,"04 19, 2012"
A363DB08146FWS,B002S43UCG,Kenneth d Mercer,"[0, 0]","Stuff needs to be moved, and sometimes unfortunate pets need to be taken out.  I like the metal rod it's on, the net materiel drains water real fast so it's a good net.  this is for a lower tank, if you have a pillar or 90 gallon you need to buy the longer one.",5,gotta have one,1386979200,"12 14, 2013"
A2AXKUSM1SB5BD,B002S43UCG,"N. Mashmoor ""iko""","[0, 0]","well, first i have to say that this is one nice very long net.the quality is unbelievable! and it came in a nice long bow.im very very happy with this.",5,10,1401408000,"05 30, 2014"
A3S48L655OCE3K,B002YWHEVU,buklau,"[0, 0]","This is an amazing water bottle. I drink exponentially more water now. Bite valve works great. It doesn't feel like I'm drinking that much water, but after a couple seconds I'm always surprised by how much water I've consumed.",5,Amazing. Best Water bottle ever,1329436800,"02 17, 2012"
AJ2FDNZ3COBFN,B002YWHEVU,C'est Moi,"[1, 1]","I got the Forest color but I am going to pick up more colors. I used to have one of those ACU Camelbaks and it's true that having one around causes you to drink more water. While having one of those is not practical for my everyday use, this bottle is perfect. I stay hydrated all day long. In this heat, this bottle is a necessity. I also like that there is a straw in the bottle.",5,These are perfect!,1316563200,"09 21, 2011"
A218THF45IKWKH,B002YWHEVU,"David D. ""David D.""","[0, 0]","Great bottle plus it's BPA-free. It would be nice if the straw inside was just a little longer so you could get that last little bit of water without unscrewing the top, but that is very minor. The way the mouthpiece folds down coupled with the plastic loop helps keep it clean and dirt free during normal use. I actually have three of these, the 0.5L, 1L and 1.5L that I use at different times. They are all very well built and have held up to almost daily use for several months.",5,good product,1306886400,"06 01, 2011"
A1BYXHK8MN78QV,B002YWHEVU,"Ryoizard ""Leo the buyer""","[0, 0]","as title, i was really surprised that she's able to grab it and suck in the get straw of this product someday when she's sitting at car seat days ago. This product is good.",5,even my 6 months daughter knows how to use it...,1316304000,"09 18, 2011"
A1Z50JDW7A8JBW,B002YWHEVU,Santoku,"[0, 0]",I got the 1 Liter bottle and it is the perfect size for me.  I put ice in in when I get to work and fill it up.  I work with a lot of electronics so the bite spout is very useful so I don't spill.  The carrying handle makes it very convenient to transport after I put ice in there and condensation starts to form on the sides.,5,Great Bottle - Good Size,1319587200,"10 26, 2011"
AGNZWCO8SHV6W,B002ZKXJ2E,Billy,"[0, 0]","I got the 24-Ounce Stainless Steel bottle and it is perfect, it keeps liquids at whatever temperature you put them in at for hours. Other reviews mentioned issues with paint peeling which is why I got the plain stainless steel version that has no paint on it. Best bottle I've yet owned!",5,Best bottle I've ever owned!,1328659200,"02 08, 2012"
A1R3GN9MEJFXM3,B002ZKXJ2E,"I'm not an internet shopaholic - ""thebanker""","[0, 0]","Got 2 of these for my past vacation in Southern Europe in 95 degrees HOT HOT HOT temperatures.  Before leaving the hotel room, we would fill the bottle with ice and water and at the end of a hot day (12 hours and more) walking in the sun, we would still find ice leftover.This will be perfect next Summer during my son's Scouting campouts.LOVE IT!!!",5,The only drinking bottle I will ever buy,1316476800,"09 20, 2011"
A2LXX47A0KMJVX,B002ZKXJ2E,M. Erb,"[0, 0]","UPDATE: 9-23-2013 - I've had the hydro flask for just about a year now and it's held up well. The paint has NOT chipped or flaked off... it's acquired a few dents along the way but all in all it's an excellent bottle.---I've owned a lot of different brands of water bottles over the years. Quite a few have been Sigg aluminum water bottles. I've discontinued using those because the coating which is applied to the inside of the bottle has tended to flake off in time thus offering no protection from the aluminum. And I believe the coating may contain BPA which is not desirable.The Hydro Flask has a lot of things going for it. It's made of high grade stainless steel so you don't have to worry about anything leeching into the water from the bottle itself. Nor do you have to worry about inside coatings flaking off.This particular bottle is double-walled which means it can hold both cold and hot liquid and keep it that way for many hours. If I put a few ice cubes in with my cold water in the morning, that water will still be cold the next day... not room temperature like in a single-walled bottle. And hot beverages, like coffee, will stay really hot for at least 4 hours and drinkably hot for several hours after that.You still don't want to put carbonated beverages into this though... the carbonation could cause the cap to leak or worse.The double-wall construction also eliminates the problem of the outside of the bottle sweating. Sweating isn't necessarily the end of the world, but if you put in cold liquid on a hot, humid day, sweating will occur with a single-walled bottle and the resulting condensation will drip on things or get clothes wet if you've got the bottle in a pack or suitcase... so double-walled bottles are advantageous in that regard.The cap has a generous silicone O-ring which does not leak. The cap screws in easily and seals completely. There is also a sports cap available if you prefer those. I was not able to locate a sports cap in the store where I purchased my Hydro Flask, but was pleased to discover that the Kleen Kanteen sports cap fit the Hydro Flask perfectly.It's cool that the Hydro Flask is available in so many colors but I do wonder if in time the paint may chip off? I have not had that occur yet on my bottle, but I have read some other people discussing that issue. If that is a concern of yours then you may want to consider getting just the plain stainless steel bottle that has no paint at all on it.The Hydro Flask is really well made. The lip of the bottle is nicely rounded and does not feel sharp in any way on your lips as you are drinking out of it. My SIGG bottle has sharp threads that I can feel when I drink out of it and that has always bothered me.The standard width of this bottle is large enough for me to slip in ice cubes and there is also a wide mouth version available. You can wash this in a dishwasher. If you put coffee or tea in it, eventually you'll get that grungy looking coffee or tea stain which can be removed with coffee pot cleaner like Urnex Carfiza, for instance:Urnex Cafiza, 20oz powder. A bottle brush helps keep the bottle clean as well.All things considered I think this is about as good as a water bottle can get.",5,Great quality. Durable. Does not add any taste to water,1347062400,"09 08, 2012"
A3LSZYR80H6FIS,B002ZKXJ2E,Poopbagger,"[0, 0]","I've been researching and preparing myself before I begin traveling A LOT! So naturally, I wanted a reliable water bottle. My research led me to the Hydro Flask. I've exclusively drank out of this bottle for over two weeks. Here's my thoughts:Does it ""bleed""? NOPE! Never, not at all, even if you tried--even if you splashed water on it, water slicks off easily.Does it retain temperature? It keeps cold drinks very cold for a long time, though the amount of ice you put into your drink has more of an effect on how LONG everything stays cold, so keep that in mind. The bottle is not magic, highly impressive though. More ice, longer it'll stay cold, is what I've found, so don't expect one cube of ice will last you all day.Does it leak? No, the cap is very high quality, it makes me feel cool every time I twist it off.Final thoughts? It's a great bottle, I've never owned premium quality bottles before, but I always research my purchases, when I can. I'm not exactly sure if you can use this bottle to boil water with, I think it won't be effective and would just damage the bottle since there's a layer of insulator in between the layers of stainless steel, though, I think I would have a different set of gear if I was more interested in camping/hiking rather than traveling from city to city.Thank you for reading my review and hope this is also the bottle for you. :)",5,After a couple weeks of using it.,1349395200,"10 5, 2012"
A3NEAETOSXDBOM,B002ZKXJ2E,Stephen M. Charme,"[1, 1]","I am a serious runner and over the years have tried countless different water bottles and carriers in an effort to make sure I have a cold drink when I need it, especially in very warm weather (though even running in the dead of winter I still sweat and run with a water bottle). This product has mostly five star ratings for a reason: It works great. Here is why I like it.1. For me this bottle is not noticeably heavier than an uninsulated plastic bottle or squeeze bottle. It easily fits into the different water carriers that I  use (Nathan Quickdraw, Amphipod Full Tilt Velocity and Eastern Mountain Espresso). I have no trouble running when this is completely full, and when it is empty I don't notice it at all.2. This has no metallic smell or taste, so when I drink the G2 Gatorade that I fill it with my drink tastes fine. The cap is easy to unscrew and screw back on multiple times during my runs, and the narrow mouth makes this as easy to drink from as the plastic bottle that my G2 comes in.3. Unlike a thermos bottle this has no glass that can break if you drop it. Yet it insulates just as well. The first time I went running with this I put in my usual 10 ice cubes because with my uninsulated steel water bottle that I had been using, the ice cubes were necessary to keep my drink cold during my run and would usually be melted with forty five minutes. [Note: Because this has a narrow mouth, the ice cubes from an automatic ice cube maker in a refrigerator will easily fit into this, but the larger ice cubes from ice cube trays will not unless you first make them smaller by running them under hot water.]The first thing I noticed during my run was that the bottle did not feel cold at all like my uninsulated steel bottle. That told me that the insulation really worked, as did the fact that my drink was nice and cold during my entire run. And when I finished my run an hour and a half later, the ten ice cubes that I had put in were still intact! Actually I had counted on them melting to provide me with extra liquid, so in the future I'll probably skip putting any in or just put in a couple.4. The stainless steel version looks sharp and is well made. The top did not leak at all during a vigorous run.5. This also fits perfectly into the water bottle carrier on my bicycle.Bottom line: This is my new water bottle for running and bike riding. The rest are now gathering dust on my shelf. I highly recommend this.I also ordered a sports cap for $3.99 directly from the company (the sellers on Amazon were charging excessively high prices for shipping), not because it is difficult to unscrew the top and drink directly from the bottle, but simply because I like a sports cap.Update June 13, 2012: I liked this so much that I ordered a second one for my wife to use when we go bike riding, and for me to use as a second water bottle on my 10+ mile runs.",5,Excellent water bottle,1339200000,"06 09, 2012"
A2KNQ0P1G1ZIE6,B002ZKXJ2E,"Tesscar ""Tesscar""","[0, 0]","This is really a great insulated bottle. I use it primarily for cold water during bike rides. Not only does it keep the water cold for long periods of time but the water seems to taste better coming from the aluminum container. While the outside coating is not bullet proof, it holds up as well as I can expect given the abuse I give it. If I lost it tommorrow, I'd replace it immediately. Have had it now for about 4 months.",5,Really Great Insulated Bottle!,1322956800,"12 4, 2011"
A24LD8FA0B92WN,B0032TG29O,Amazon Customer,"[12, 12]","Oh come on. Small? This back pack is molle. It can be as big as you want it.Is this backpack narrow. Yes, it is but you have room to add things like a Condor water bottle pouch or two to the sides without  having them in the way of your arms on the back swing when your walking.In mine I have in the main compartment a  Hennessy 70D polyester Hex rainfly and some freeze dried food, a pack Golock and room for a pants. Shirt and socks. The next compartment I have a camping pillow and a Lafuma Extreme 700 XL sleeping bag. The larger of the two on the front has my tooth paste, tooth brush and so on.  The top small one is empty for snacks and such.  On the outside I have two Water bottle pouches. One has my Snow peak starter kit (stove, fuel, spoon , cup and coffee press) and a squishy bowl and cup. In the pocket on the pouch I have Instant oatmeal, Hot coco mix and coffee. Attached to the pouch I have a grenade pouch to hold fire making stuff. On the other side of the pack I have another Water bottle pouch with a 32oz water bottle. In the pocket I have more room for coffee and treats. On the outside of the front lower pocket I have another grenade pouch  and small rolly polly  pouch for things like Mushrooms and such that I find along the trail (or another water bottle). Clipped to the upper compression straps on either side is a ENO hammock and bug net with the lower compression straps holding them in place. To the bottom I have a sleeping mat.If you want to carry things like LP records with turntable and a desk top computer it will be to small. If you want to carry a Ipod touch (or Iphone) and a 7"" tablet this pack is way big!!!!One secret to packing this pack is if it doesn't fit in the pack when it is in the stuff sack,,,,, use the pack as the stuff sack!",5,Small I think not.,1342224000,"07 14, 2012"
A11AHHL75HN9BX,B0032TG29O,Bill,"[0, 0]",Awesome bag for the Price. It's a narrow bag but lots of room. Well made and all zippers work smoothly and are heavy duty. Stitching is good. This is a great little back with lots of room and the shipping time frame wasn't that bad considering it came from overseas. I have this company company book marked on my computer now. You can't go wrong with this one.,5,Heavy Duty,1371254400,"06 15, 2013"
A2MJT9UYY4O5YA,B0032TG29O,Charles,"[3, 3]","This pack is perfect for any use you might deem it necessary for.You can pack this thing to the bone and it stays sturdy tight, thanks to all the straps and well mad pockets.Can fit all your essentials and necessities for any of your outdoor, wilderness, or survival needs.This is a compact Pack. That will fit Everything you need. It's on the smaller side, so If you are a real extremist. Go with the 60L",5,Excellent !!,1366848000,"04 25, 2013"
A32VHQYSQEBV7Q,B0032TG29O,Clarissa Upton,"[0, 0]","this is a great product. fast delivery. very durable and strong. i am more than satisfied with this purchase. i would recommend this to any hiker, camper, hunter, prepper.",5,great buy,1363737600,"03 20, 2013"
A1DIK3X5W8SX51,B0032TG29O,Donnie Darko,"[14, 20]","I really wouldn't consider this a 30L pack. I received it today planning to use it at a bugout bag, which I still did. It is REALLY well made and would survive brutal use. Internal storage pockets are ample. The MOLLE strapping is nice to mount my canteen, knife, etc.. To give you a general idea how much is able to be packed, I have a pair of cargo shorts, tee shirt, change of underwear and socks, full size (6') towel, complete med kit, complete creature comfort kit, and I still have a bit of room for more things, but not MUCH room. I'm sure I could make it a 72 hour pack if I removed the towel but to me the towel is essential as part of my summer outtings..and can be used as a blanket, cut to use as bandage, etc etc etc. I would STILL recommend this bag though, as I stated the build quality is there..and it is water resistant (not water proof) It (at least mine) ships from Ireland, so be patient for shipping. For the price you can't go wrong, it beats buying a 5.11 pack for 120+ dollars.",4,Above average,1333324800,"04 02, 2012"
A3W1W9TMWC15LB,B0032TG29O,Jake,"[0, 0]","Received the pack today, looks strong and durable, for the price its perfect if I were you I would buy, the only down side is it took forever to get here but the upside is that it arrived a few days earlier than it said",5,The Truth,1354147200,"11 29, 2012"
A3T51GXI514SL3,B0032TG29O,Jump-Dawg,"[0, 0]","The 30L makes for a perfect book bag for my 16 year old son. I bought a 50L for myself. Mil-Tec produces a top-quality bag. I know, I have four of them.",5,Thrill you kid with a stand-out bookbag,1346716800,"09 04, 2012"
A1ROQZG14Y9LZO,B0032TG29O,Kenneth E. Thomas,"[2, 3]","i know its  not the most informative to write a review days after getting a product, but i think ive got a pretty good idea how this bag is going to stand up. this a good sized bag with decent durability. its collapsible and holds alot more than you would expect.i will be using mine for camping and a lightweight everyday backpack. i think the waist strap is a little unnecessary so i might take that off. the contents i have mine in are, a large 10x12 polypro tarp, a double wide coleman's mosquito  net, a one person pawley's island hammock, softball sized inflatable pillow, my canteen, a can of bug spray, a headlamp,30ft of paracord, mag-bar, 1 MRE, (the front pocket is perfectly sized)a bag of fatwood, waterproof matchs, firesteel, medium sharpening stone, mess kit, a water bladder, a large wool winter blanket, and my gerber prodigy strapped to the side with molle attachment.i still have some room to spare and i bet i could fit a bit more in. so i think this a very capable bag and i will update if something goes wrong with the bag.",5,"just got it, seems great.",1373673600,"07 13, 2013"
A1AX0DUHF1QS31,B0032TG29O,"Liz & Mike ""Liz & Mike""","[0, 0]","I'm 6'1&#34; and about 235#, so this pack is a bit small for me.Still makes a fantastic pack, all the same.Made in Germany, even, not China.The Wife is going to take this one, I'm getting the larger size.",5,Slightly Small,1359676800,"02 01, 2013"
A3FHXLINJNPI1C,B0032TG29O,Mr TheUS,"[0, 0]","This bag is considerably smaller than their 50L bag. It's comfortable, but the top exterior pouch sticks out so much. They should have attached the cinch straps to the pouch like they did on the bottom compartment. It would still make for a great laptop or book bag. I'm contemplating switching it out with my Swiss gear bag.",4,1 day bag,1371772800,"06 21, 2013"
A2H0734J35EB5Q,B0032TG29O,Richard Maxwell,"[0, 0]",This pack was everything I had hoped for. I purchased this one for my day hiking trips and when I got it of course I had to go through it and see how much gear I could put in it. This pace has many compartments and the outer straps all around the pack will come in handy to attached gear too. It is very well made and I doubt I will have any issues with this pack.,5,"Great Pack, great price",1366761600,"04 24, 2013"
A21L6OOGCB5KUK,B0032TG29O,Tom,"[0, 0]","Smaller than expected but the material seems very durable and it has lots of pockets. Great for utility but if your looking for substantial storage of gear, try the 50L.",4,Nice Bag,1358208000,"01 15, 2013"
A1O0BF5XZNF315,B00339C3FA,"Amazon Customer ""chipjulie_centralnj""","[2, 2]","My husband and I went on a week long camping trip where it rained, had lots of wind, sun, and cold weather.  This unit held up beautifully under all conditions.  It went up pretty easy, for two people it took us 26 minutes from beginning to end (thats also including the guy lines).  The size was perfect, with the straight walls we were able to put in a large 7-1/2 ft picnic table with oversized benches, and had plenty of room to put a table up for the stove.  We also stored (3) large 28 gal. containers, a 58 gal. cooler, an oversized tackle box, and a 18 gal. container (all of which were not stacked), and still had room to move.While we were there, many other campers drove by remarking how good it looked and couldn't believe the size.  After and during the storm, campers were very impressed how durable it was and wanted to know where they could get this unit.  We actually let other campers seek shelter there during the storm, and they couldn't believe that there wasn't one leak (many were amazed).My husband and I went through several screenhouses trying to find one that actually worked well, but we tried to stay under $100, needless to say we got our monies worth.  I should have gone with Coleman in the beginning and paid a little more, it would have made several other camping trips more enjoyable.  I would recommend this unit to anyone that likes to camp without being bothered by the bugs, and weather.  The assembly & disassembly is fairly simple and is much easier than many other similar units.  The other benefit to this unit is that you can use the canopy by it's self or with the screen walls, so you can get many uses out of it other than camping.",5,The best screenhouse I've ever owned...,1398211200,"04 23, 2014"
A15ZD9SILBZD8A,B00339C3FA,"Amazon Customer ""HamptonVAintheUS""","[2, 2]",I thought it would be garbage at this price.  Normally you have to spend $200 on the shelter and another $100 on a screen for it - separately.  This went up in seconds.  The legs are all attached and collapse into 1 piece.  I'd buy it again for sure.,5,Impressed,1381104000,"10 7, 2013"
A1JJGY80GQ4H6,B00339C3FA,"Dan ""Dan""","[2, 2]",I am really liking this canopy! I used this last week while camping on Assateague Island on the beach in steady 15-20 mph winds and it held up just fine. I did use JOGR Snow and Sand Tent / Boating Stakes 4 Pack to lash it in the sand. It was getting put through it's paces. and stood up great. During setting it up several of the legs did not want to deploy. They required a little tapping on the bases of the legs to get them to engage but once they did they worked great. I read on other reviews that several of them had broken pole slides. Mine were in perfect shape.,5,Well made,1378166400,"09 03, 2013"
A1T3COCLOJRR1N,B00339C3FA,D. Marx,"[0, 0]","Great price, easy set up, large enough for 4-6 people and fast friendly service.  Highly recommend this product.  We were considering options that cost 3x as much.",5,Amazing screen enclosure,1373673600,"07 13, 2013"
A33NW7SHZWFEAO,B00339C3FA,Elkgrove West,"[1, 1]","This amazing shelter is everything it's advertised to be and more.  And, it's one of the cheapest large tents you can find.  Coleman had very good workmanship and an A+ reputation for camping gear.  This is an excellent product.",5,Can't beat it for the money,1379808000,"09 22, 2013"
A1ZEDBVUPWMS6G,B00339C3FA,pac nw furn,"[1, 1]","Wife and I love this screen room. Easy to put up and take down with two people. Highly recommend this product if you are in the market for a screen room, or even just a canopy.",5,Great screen room,1403481600,"06 23, 2014"
A2WNXS3CNAQS01,B00339C3FA,Sapere Aude,"[2, 3]","We bought this to use a screen house when we go camping and also to use at various sporting events and things where we end up huddled in the rain for hours.We took it on our camping trip and set it up over the picnic table, worked great and was a great size for that, fit the table with plenty of room to spare on the side for getting around it.  The screen netting kept out the bugs well enough.However, it took two adults to open it up, I'm not sure I could have done it by myself, but perhaps next time now that I know how it works I could manage it.",4,"Worked great camping, not easy for 1 person though",1313280000,"08 14, 2011"
AQ844NGF8K6GO,B00339C3FA,Tony P. Disalvo,"[4, 5]","This tent is amazing.  I have had this tent since 2010 and it has been worth every penny.  Previous to buying this tent I have had 2 of the square pop up""easy"" up tents.  Each of them lasted, 1-2 years at best.  The frame always bent in the wind and they were just not that great.This tent does take 3 people to set it up.  It goes up in about 30 seconds without stakes, and about 15 minutes with the proper guide wires and stakes.  The only thing that this tent is missing is in the center there could be a vent to let out the hot air.What really impressed me was at my last phish show in deer creek there was 50 mph winds and literally dozens of easy up tents that got blown away.  This guy held its own.  Mind you we were holding onto the base but we were able to drop it down to 1/2 side very quickly due to the handles design and reduce the wind resistance.  Here is a link to the video of this thing in action...[...]I am planning on buying another one because it is nice to have big shade.",5,"Great tent, well worth the extra $",1341446400,"07 05, 2012"
AP744Q25UML5L,B00339C3FA,Wendy,"[0, 0]","I really love this canopy. My husband and I wanted something to take camping and this is perfect. It fits over a picnic table and there is still room to walk around. It held up very well during a rainstorm, though it wasn't windy or raining too hard. My only problems are  it is quite heavy, takes up a lot of space in the car and can be hard for two people to handle. We always manage to put it up with just the two of us, but it can be hard to maneuver in tight areas. I am always thankful we have it and I highly recommend it.",5,Perfect for car camping,1401667200,"06 02, 2014"
AY5V4RH490758,B0033BRRU4,Ahmad A.,"[3, 4]","good value.light to handle. slightly weak with casting a long distance possibly because it has no forefinger handle & because it overbends with a cast ( so don't use > 4 oz sinker) but not a big issue. used it on 2 fishing trips to a fishing pier in Galveston TX:1- caught a 40 lb black drum, handled very well extreme pressure, even though I pushed it & got the fish in 3-4 min so constant heavy pressure with an agressive fish that was not tired yet.It looked like a C with that fish, occasionally the tip was close to touching the rod above the reel & never broke.(impressive to say the least)2- an 8 pound red fish handled with ease.several sand trouts in both trips. that showed that it's sensitive to strikes even with smaller fish I threw back (&lt; 1 lb).in summary this rod is good for medium heavy fishing(off pier), may be less than 50 lbs with a medium sized sinker.",4,good rod all in all.worth the money,1322784000,"12 2, 2011"
A1IFEQKSNETYEZ,B0033BRRU4,Al8995,"[0, 0]","I bought 2 of the 8 foot rods and put penn fierce 6000s on them.  They seem stiff but I assumed that meant strength.  After battling a 32 inch 15lb red, the rod snapped just as the fish got close to the boat.  I thought the rod would hold up better.  For smaller fish it should be fine.",3,Broken rod,1399507200,"05 08, 2014"
A16N1797TO0BJA,B0033BRRU4,Cavalier,"[0, 0]",Ideal rod for surf fishing. excellent for launching heavy baits & yet very light weight. The cord grip is a bit skinny for fighting a big fish.,4,Okuma Longitude Surf rod,1389916800,"01 17, 2014"
A1QX9ND773SPFY,B0033BRRU4,FPC,"[0, 0]",Bought these rods for a recent florida east coast beach fishing trip.  Rods cast a mile!  Very sensitive to bites but stout enough to wrestle in a small 30# lemon shark...which I did!Very happy with these...will double for trolling on the boat.,5,Cast like a pro!,1372723200,"07 02, 2013"
AI03D70L9BBHS,B0033BRRU4,"J. Holick ""Jimmi""","[9, 9]","I own a few salt water Okuma products and they are all inexpensive and very tough. This rod is no exception. I have the 11' model with 50# braid on a good sized reel for flinging bait and 2oz+ lures and I love it. The slimmer Cork tape handle is great, rods not heavy for size and is well balanced. I handled some nice size fluke and stripers with no problem. It has a nice fast action to it and the price on here beats retail which is always a good thing. Only negative is the shipping package its pitiful. My first rod arrived with a broken eye in a crushed box, My replacement arrived very fast but only by luck was it not ruined. There was a total lack of packing material or support in the box to protect the item. All it would take to fix is a cardboard shipping tube or at least more then one piece of stuffing in the box.",4,Okuma is great for price,1305763200,"05 19, 2011"
A1EDK6PR3D4GH8,B0033BRRU4,NJ OBX Fisherman,"[0, 0]","Great sturdy rod for the money, I have this with the Okuma Coronado CD 80A. Awesome set Up for beach or jetties.",5,"Great Rod Great Price, look out stripper and drum",1337731200,"05 23, 2012"
A1Y4I18EJ6D11Z,B0033BRRU4,"W. Marcum ""JackOfNoTrade""","[1, 1]","I've tried the rod with the Avenger 80 series reel with 40lb. power pro and found that I had real good casting distance using 4 or 5 oz weights,I tried 3oz and it just wasn't enough weight to get good distance on my casts,that probably has to do with the rod being Heavy action? idk...I also tried my okuma baitfeeder 50 size with yo-zuri 15lb hybrid line with the same results. This rod is for SURF FISHING!!it is not for throwing plugs,topwater,jigs or any type of lure..strictly for chunking bait into the surf and then sticking the rod in your sand spike and waiting for that 40lb striper to come by and eat it ;)  ...with the right reel and the right line there's nothing this rod can't handle(10ft.Heavy model)",5,10 Ft Heavy action Rod,1366675200,"04 23, 2013"
A25JQXQ6RTI4Q1,B0035RQLL2,"Amazon Customer ""Hiker Jeff""","[9, 9]","I used this to attempt to keep my dogs out of an area where I was trying to get some grass to grow.  Long story short, they had chewed through it in multiple places in less than 24 hours.  It would work fine if you are just using it for crowd control or do define a boundary,  but it's pretty flimsy for keeping animals out of stuff.",3,Just Okay,1302652800,"04 13, 2011"
A346MRSXWNSVOU,B0035RQLL2,Hillbillyrose1980,"[1, 1]","I have a small garden, about 10' X 20', that I used this for and it worked great. I also have some chickens and I put it over top of their coup as a barrier to them from flying out and to keep the hawks out as well. It's durable too.",5,Works great,1353715200,"11 24, 2012"
A37HJSY5ZNMZNZ,B0035RQLL2,Kendalyn Thuma,"[1, 1]","The webbing is a lot thinner than it looks in the picture.  I was looking for something more sturdy.  If you want something light though, this would probably work well.",1,Returned,1362355200,"03 04, 2013"
A1IL1Z9LYTFRJB,B0035RQLL2,Todd R,"[0, 1]","I had read the reviews before I bought this fencing, so I knew that the quality would not be great.  Sure enough, the fencing is pretty thin and looks almost like it was stretched.  However, I needed more of a visual barrier than an actual physical barrier, so the fence is working so far. I bought a 50' fence from one of the big box store - at twice the price for this 100' fence - and that fencing is much thicker/sturdier.In sum, if you need this fence to keep animals out of an area (garden or flower beds), this fence probably won't work for you since it is very thin and a determined animal could get through it.",3,Cheap Fence,1341792000,"07 09, 2012"
A3605Z3DIFFRD0,B0035RQLL2,Wade Guisbert,"[8, 8]","I used cable ties to attach this to existing horse fence in order to function as snow fence. From my point of view, the stuff is plenty tough, as long as the framework it is attached to is stable.  2013 update:  Still doing great after the 3rd winter as a snow fence!",5,Makes a good snow fence,1325116800,"12 29, 2011"
A1TIQNQJZ2LDNW,B0036TWNQ6,Chris Gregory,"[1, 1]","This is thinner than most mono, but has the strength of line much bigger in diameter.  I've been using this for several years now and I attest that it doesn't break with normal use.  I like to use it primarily for trolling flatfish, but occasionally I tie it on my flyline as tippet when I'm float-tube fly-fishing for big cutthroats in non-combustion lakes.Spiderwire EZ Mono 220-Yard Spool",5,Excellent monofilament line!,1398729600,"04 29, 2014"
A1JAFBJNC21CWV,B0036TWNQ6,Hegel,"[0, 0]","very good product, well done, good quality , you won't have any problem with it!!! to buy this brand is 100% guarantee!!!",5,nice,1389916800,"01 17, 2014"
A3NPVYX0TQC60U,B0036TWNQ6,"M. Schweickert ""me""","[0, 0]","this line is great, its clear strong and wont break from rubbing on a dock, Ive only used this line the one time but its working great so far",5,amazing line,1321401600,"11 16, 2011"
AT5F1MKA8C2IZ,B0036TWNQ6,R. Gillis,"[0, 0]","Not a fan of the braid stuff that everyone uses these days. This line casts nice, is tough and holds a nice not. I fish the flats for redfish, snook and trout here in SW Florida. I have this line on two of my reels. Works great for me.",4,Good Line,1402099200,"06 07, 2014"
A1AVV5SNQ58XWP,B0036TWNQ6,unknown,"[1, 1]",Spider wire is great especially the braided line but is kinda overpriced. Bought the camo braid don't really care for it the line I got was mostly yellow. But it is great quality.,5,Great mono and braid.,1369526400,"05 26, 2013"
A3DRHZJDPIDKW5,B0037A6KNG,"Chris S. Flory ""Airgun Kid""","[1, 2]","I own this gun, and my friend owns it. It shoots pretty hard, which is a plus, but there's several things that wreck it.There is only 1 magazine for some dumb reason, and it only holds 15 rounds, since 3 of them don't want to load properly. There is also no sling or sling mount, which can really be a pain in the ass during a war.The biggest hit to this gun is the lack of sights. you can use the top rail, but that's not very accurate at all. The lack of sights limits the effective range of this gun.overall I give it a 3, but if you want to put sights on it, a 4. the JLS sm8 would be a much better choice.",3,"Would be awesome, if not for some flaws",1290470400,"11 23, 2010"
A31SW745HVDL3,B0037A6KNG,Halston,"[0, 1]","I got this gun for christmas and It IS AWESOME!! ITS 35fps-390fps! Its very durable, easy to pump and you can shoot it from your knee and still hit the Target you want!! Its very accurate!!!!",5,AMAZING!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1296172800,"01 28, 2011"
